"Months.On.Production","API","Product.per.day..normalized.Oil","Product.per.day..normalized.Gas"
1,"4212736509",2,23.5
2,"4212736509",162.6,1734
3,"4212736509",172.5,2681.9
4,"4212736509",130.2,2476
5,"4212736509",86.2,2328.5
6,"4212736509",56.8,2037
1,"4212733942",7.4,233.4
2,"4212733942",2,20
3,"4212733942",2,20
4,"4212733942",2,20
5,"4212733942",2,20
6,"4212733942",2,20
1,"4212735121",2,20
2,"4212735121",55.4,339.8
3,"4212735121",4.3,269.2
4,"4212735121",97.9,20
5,"4212735121",2,962.7
6,"4212735121",2,859.4
1,"4212735116",40.2,58
2,"4212735116",4.5,102.7
3,"4212735116",170.3,474.6
4,"4212735116",2,46.6
5,"4212735116",2,20
6,"4212735116",2,20
1,"4212734360",47.7,692.5
2,"4212734360",101.6,1768.5
3,"4212734360",59.7,1906.8
4,"4212734360",43.8,1854.3
5,"4212734360",47.4,1835
6,"4212734360",43.2,1803.6
1,"4212733841",7.4,20
2,"4212733841",45.3,187.5
3,"4212733841",14.5,85.4
4,"4212733841",2,20
5,"4212733841",2,20
6,"4212733841",73.3,286.5
1,"4212737320",18.1,106.9
2,"4212737320",363.3,1947.8
3,"4212737320",284.9,1929
4,"4212737320",208.2,1841.3
5,"4212737320",209,1767.9
6,"4212737320",255.7,1764.5
1,"4212737319",52.4,248.3
2,"4212737319",478.8,2199.4
3,"4212737319",412.2,2029.5
4,"4212737319",363.5,2017.4
5,"4212737319",306,1754.3
6,"4212737319",213.7,1294.1
1,"4212737318",25.7,151.7
2,"4212737318",300.9,1844.1
3,"4212737318",258.4,1762.9
4,"4212737318",228.4,1722.4
5,"4212737318",190.1,1501.6
6,"4212737318",162.5,1269.3
1,"4212737317",24.1,136.2
2,"4212737317",331.4,2001.4
3,"4212737317",306.1,2055.1
4,"4212737317",275.6,2028.9
5,"4212737317",249.8,1932.6
6,"4212737317",217,1747.3
1,"4212733842",98.1,761.3
2,"4212733842",69.8,755.3
3,"4212733842",115.3,976.3
4,"4212733842",81.6,763.2
5,"4212733842",61.3,571.6
6,"4212733842",57.4,540.7
1,"4212737557",127.8,480.3
1,"4212737556",136.3,913
1,"4212737555",102.2,768.5
1,"4212737554",197.4,915.1
2,"4212737554",516,2533.6
3,"4212737554",407.7,2149.2
4,"4212737554",306.6,1870.1
5,"4212737554",249.6,1621.4
6,"4212737554",219,1411.3
1,"4212737286",2,20
2,"4212737286",319.9,2356.3
3,"4212737286",285.5,2273.9
4,"4212737286",217.9,1867.4
5,"4212737286",189,1606.1
6,"4212737286",178.1,1578.4
1,"4212737285",2,20
2,"4212737285",265.3,2322.1
3,"4212737285",258.9,2338
4,"4212737285",200.1,1956.1
5,"4212737285",173.2,1699.4
6,"4212737285",180.8,1732.7
1,"4212737284",2,20
2,"4212737284",345.2,2552.7
3,"4212737284",299,2551.2
4,"4212737284",214.6,1998.4
5,"4212737284",168.6,1585
6,"4212737284",140.3,1351.6
1,"4212737283",2,20
2,"4212737283",254.6,2190.2
3,"4212737283",233.6,2017.2
4,"4212737283",153.5,1456.2
5,"4212737283",138.1,1293.5
6,"4212737283",138.2,1344.8
1,"4212737282",2,20
2,"4212737282",267.6,2092
3,"4212737282",221.8,1817.9
4,"4212737282",145.3,1328.6
5,"4212737282",140.6,1247.2
6,"4212737282",137.7,1210.9
1,"4212737343",83.4,836.2
2,"4212737343",166.3,1893.1
3,"4212737343",103.9,1088.6
4,"4212737343",74.9,809
5,"4212737343",59.9,736.3
6,"4212737343",60.1,802.3
1,"4212737342",48.3,429.1
2,"4212737342",54.7,854.4
3,"4212737342",29.9,767.4
4,"4212737342",24.5,650.2
5,"4212737342",15,399.2
6,"4212737342",17.2,368.7
1,"4212737341",59.1,484
2,"4212737341",250.9,2207.4
3,"4212737341",160.6,1470.7
4,"4212737341",119.9,1315.1
5,"4212737341",96.8,1095.8
6,"4212737341",91.1,906.1
1,"4212737340",38,415.1
2,"4212737340",55.4,779.3
3,"4212737340",80.1,1068
4,"4212737340",62.5,797.4
5,"4212737340",54.6,749.6
6,"4212737340",60.8,737.7
1,"4212737339",83.5,632
2,"4212737339",272.4,2116.3
3,"4212737339",209.8,1774.3
4,"4212737339",175.2,1560
5,"4212737339",166.6,1421.2
6,"4212737339",142.7,1440.5
1,"4212737265",189.6,1513.7
2,"4212737265",361.3,2648.4
3,"4212737265",299.2,2348.2
4,"4212737265",251.3,2051.7
5,"4212737265",223.1,1929.8
6,"4212737265",196.4,1705.7
1,"4212737264",118.9,1348.6
2,"4212737264",205.1,2119.6
3,"4212737264",159.6,1780.1
4,"4212737264",130.7,1455
5,"4212737264",115.2,1138.4
6,"4212737264",89.4,1018.5
1,"4212737263",190.5,1492.5
2,"4212737263",311.1,2239.4
3,"4212737263",246.4,1942.9
4,"4212737263",201.2,1680.4
5,"4212737263",169.6,1468.3
6,"4212737263",137.1,1233
1,"4212735469",93.2,1187.1
2,"4212735469",388.2,4699
3,"4212735469",198.9,3049.3
4,"4212735469",95,1917.5
5,"4212735469",109.6,1539.9
6,"4212735469",94.5,1907.5
1,"4212735467",148.6,2151
2,"4212735467",358.5,5654.7
3,"4212735467",188.1,3265.9
4,"4212735467",103.1,2118.2
5,"4212735467",116,1956.6
6,"4212735467",132.9,2688.6
1,"4212735448",25.6,175.6
2,"4212735448",67.9,472.5
3,"4212735448",51.2,384.2
4,"4212735448",34.6,339.9
5,"4212735448",13.2,198.8
6,"4212735448",40.7,224.9
1,"4212735447",25.9,181.2
2,"4212735447",69.4,475.3
3,"4212735447",55.2,481.2
4,"4212735447",53.3,517
5,"4212735447",29.5,428
6,"4212735447",48,241
1,"4212736941",29.2,418.8
2,"4212736941",143.4,1669.7
3,"4212736941",209.3,2171.9
4,"4212736941",154.3,1464
5,"4212736941",166.7,1498.1
6,"4212736941",118.3,1279.1
1,"4212737338",56.8,441.1
2,"4212737338",134,1209.8
3,"4212737338",98.1,1056.6
4,"4212737338",72.2,852.8
5,"4212737338",52.6,626.1
6,"4212737338",43.3,527.3
1,"4212737337",39.1,276.1
2,"4212737337",81.2,1087.9
3,"4212737337",48.7,869.3
4,"4212737337",39.5,752.5
5,"4212737337",35.8,647.2
6,"4212737337",40.1,648.3
1,"4212737336",120.1,761.4
2,"4212737336",221.6,1815.7
3,"4212737336",146.1,1506
4,"4212737336",111.8,1280.5
5,"4212737336",90.6,1029.2
6,"4212737336",80.7,936.8
1,"4212737335",69.9,491.1
2,"4212737335",110.5,1286.2
3,"4212737335",62.3,756.9
4,"4212737335",44.4,582.8
5,"4212737335",33.5,518.2
6,"4212737335",30.4,605.8
1,"4212737334",106.7,776.3
2,"4212737334",321.8,2259.7
3,"4212737334",212.8,1595.3
4,"4212737334",156.6,1326.7
5,"4212737334",117.8,1190.2
6,"4212737334",101.4,1065.8
1,"4212737333",60.6,441.1
2,"4212737333",80.6,601.3
3,"4212737333",44.9,1084.4
4,"4212737333",30,459.2
5,"4212737333",29.6,498.1
6,"4212737333",21.9,283.2
1,"4212736940",29.9,187.4
2,"4212736940",308,2393.9
3,"4212736940",259.2,2102.8
4,"4212736940",225.9,1777.9
5,"4212736940",171,1518.6
6,"4212736940",147.4,1446.7
1,"4212736939",39.8,216.4
2,"4212736939",307.9,1965.9
3,"4212736939",250.1,2259.5
4,"4212736939",182.7,1600.6
5,"4212736939",161.2,1445.6
6,"4212736939",141,1400.8
1,"4212737280",32.5,340.2
2,"4212737280",254.1,2270.3
3,"4212737280",281.1,2644.4
4,"4212737280",284.4,2700.6
5,"4212737280",279.2,2568.8
6,"4212737280",241,2361.4
1,"4212737279",53.1,401.7
2,"4212737279",336.3,2675.2
3,"4212737279",244.1,2363.2
4,"4212737279",142.9,1603.6
5,"4212737279",109,1194.7
6,"4212737279",85.1,928.7
1,"4212737278",27.3,291.2
2,"4212737278",233.9,2296.7
3,"4212737278",220,2594.1
4,"4212737278",151.2,2074.3
5,"4212737278",125.3,1718.1
6,"4212737278",112.1,1622.9
1,"4212737276",41.7,339.2
2,"4212737276",295.4,2362.1
3,"4212737276",235.1,2339.3
4,"4212737276",168.3,1823
5,"4212737276",122.6,1587.4
6,"4212737276",92.1,1384.3
1,"4212737275",16.5,214
2,"4212737275",152.5,1684.1
3,"4212737275",153.5,1895.3
4,"4212737275",129.1,1753.3
5,"4212737275",99,1416.6
6,"4212737275",71.5,1081.4
1,"4212737274",25.8,219.8
2,"4212737274",236.4,1961
3,"4212737274",204.9,2074.3
4,"4212737274",165.7,1854.8
5,"4212737274",122.7,1444
6,"4212737274",88.2,1088.2
1,"4212736934",40.7,165.6
2,"4212736934",237.5,1401
3,"4212736934",211.3,1374.4
4,"4212736934",179.4,1216.4
5,"4212736934",198.3,1332.8
6,"4212736934",123.9,1000.5
1,"4212736933",70.9,288.8
2,"4212736933",395.4,1648.4
3,"4212736933",300.8,1444
4,"4212736933",303.4,1707.3
5,"4212736933",279.4,1521.1
6,"4212736933",160.1,1032.6
1,"4212736932",36.7,680.4
2,"4212736932",245.7,1961.1
3,"4212736932",218.6,1617.3
4,"4212736932",177.5,1394.7
5,"4212736932",169.5,1351.3
6,"4212736932",133.1,1089.8
1,"4212736931",46.5,260.4
2,"4212736931",224.9,1421.1
3,"4212736931",149.1,1067.1
4,"4212736931",102,787.6
5,"4212736931",43.1,330.4
6,"4212736931",41.6,658.1
1,"4212736930",15,199.9
2,"4212736930",282.8,1566.3
3,"4212736930",311.1,1645.9
4,"4212736930",292.6,1567.2
5,"4212736930",297.4,1628.7
6,"4212736930",247,1397.3
1,"4212736929",56.2,648
2,"4212736929",201.6,1674.5
3,"4212736929",149.5,1191.3
4,"4212736929",112.5,915.6
5,"4212736929",126.9,903.1
6,"4212736929",109,676.6
1,"4212734770",76.8,629
2,"4212734770",100.3,538.3
3,"4212734770",77,239.5
4,"4212734770",70.8,263.8
5,"4212734770",61,495
6,"4212734770",6.5,131.9
1,"4212734769",69.8,438.2
2,"4212734769",154.5,656.9
3,"4212734769",49.6,238.7
4,"4212734769",50.5,294.3
5,"4212734769",56.2,548.8
6,"4212734769",19.4,305
1,"4212734768",48.5,659.3
2,"4212734768",115,700.6
3,"4212734768",159.3,565.2
4,"4212734768",89.2,434
5,"4212734768",71.5,652.8
6,"4212734768",17,274.2
1,"4212734767",62.1,581.8
2,"4212734767",12.6,477.3
3,"4212734767",30,157.1
4,"4212734767",31.7,169.4
5,"4212734767",2,20
6,"4212734767",22.4,143.2
1,"4212734766",82.4,2325.4
2,"4212734766",40.6,172.9
3,"4212734766",30.3,157.5
4,"4212734766",31.5,57.3
5,"4212734766",15.9,51.1
6,"4212734766",8.9,128
1,"4212734765",2,20
2,"4212734765",31.1,392.6
3,"4212734765",128.7,466.6
4,"4212734765",13.4,24.4
5,"4212734765",38.1,190.3
6,"4212734765",42.4,371.7
1,"4212735085",144.1,1275.5
2,"4212735085",223,2024.1
3,"4212735085",136.7,1424.1
4,"4212735085",130.7,1636
5,"4212735085",101.3,1189.3
6,"4212735085",88.2,1030.8
1,"4212735082",82.4,579.1
2,"4212735082",223.6,1792.3
3,"4212735082",169.1,2020.3
4,"4212735082",129.3,1564.1
5,"4212735082",121.7,1358.9
6,"4212735082",115.5,1221.1
1,"4212735074",118.7,1069.5
2,"4212735074",177.4,1809
3,"4212735074",119.3,1728.7
4,"4212735074",86.6,1351.4
5,"4212735074",57.1,1000.5
6,"4212735074",42.6,696.8
1,"4212735073",134,712.8
2,"4212735073",310.4,2069.2
3,"4212735073",250.6,2004.2
4,"4212735073",225.3,1987.1
5,"4212735073",175.4,1501.2
6,"4212735073",154.6,1274.8
1,"4212735089",139.6,1186
2,"4212735089",235.7,2079.6
3,"4212735089",185.3,2113.6
4,"4212735089",156.4,2004
5,"4212735089",139,1600.3
6,"4212735089",119.4,1294.3
1,"4212734740",40.9,516.3
2,"4212734740",95.5,584.3
3,"4212734740",44.4,222.7
4,"4212734740",70.1,372.7
5,"4212734740",57.6,542.7
6,"4212734740",10.8,186.5
1,"4212734737",47.5,598.9
2,"4212734737",162.5,799
3,"4212734737",164.2,668.4
4,"4212734737",108.6,477
5,"4212734737",117.4,749.5
6,"4212734737",9.5,213.3
1,"4212734732",18.2,390
2,"4212734732",79.7,578.6
3,"4212734732",143,682.5
4,"4212734732",89.9,439.3
5,"4212734732",2,20
6,"4212734732",48.1,293.2
1,"4212734733",52.6,664.5
2,"4212734733",72.4,540.3
3,"4212734733",60.3,387.1
4,"4212734733",51.3,343.6
5,"4212734733",58.4,524.9
6,"4212734733",24,364
1,"4212734731",37.5,843.3
2,"4212734731",138.1,853.3
3,"4212734731",89.2,567.8
4,"4212734731",77.1,478.5
5,"4212734731",2,20
6,"4212734731",32.7,226
1,"4212735029",2,182.1
2,"4212735029",2,914
3,"4212735029",2,856.7
4,"4212735029",2,20
5,"4212735029",129.2,926.1
6,"4212735029",2,20
1,"4212735026",15.9,140
2,"4212735026",102.8,654.5
3,"4212735026",91.7,608.3
4,"4212735026",2,20
5,"4212735026",93.7,820.6
6,"4212735026",2,20
1,"4212735025",28.2,207.7
2,"4212735025",141.2,921.4
3,"4212735025",112.1,775.5
4,"4212735025",111.8,314.7
5,"4212735025",66.3,708.3
6,"4212735025",45.1,677.6
1,"4212737088",136.9,1259.9
2,"4212737088",284.6,2752.4
3,"4212737088",183,2279.7
4,"4212737088",170.7,2102.3
5,"4212737088",147,2044.7
6,"4212737088",129.9,1885.1
1,"4212737087",112.5,1455.7
2,"4212737087",204.3,2962.2
3,"4212737087",157.1,2034.8
4,"4212737087",140.3,1812.6
5,"4212737087",110.6,1646.5
6,"4212737087",101.6,1570.7
1,"4212737086",121,1465.1
2,"4212737086",251.8,3568.2
3,"4212737086",215.6,2865.7
4,"4212737086",190.4,2496.7
5,"4212737086",144.2,2261.7
6,"4212737086",127,2088.8
1,"4212737079",102.5,1199.9
2,"4212737079",211.7,2772.3
3,"4212737079",193.7,2385.8
4,"4212737079",192.6,2219.6
5,"4212737079",161.7,2209.5
6,"4212737079",144.7,1894.2
1,"4212737078",102.8,1060.2
2,"4212737078",223.7,2556.5
3,"4212737078",164.4,2174.8
4,"4212737078",173.9,1886.7
5,"4212737078",148.1,1699.8
6,"4212737078",125.3,1541.5
1,"4212735023",55.5,391.7
2,"4212735023",256.5,1629.1
3,"4212735023",208.6,1516.8
4,"4212735023",2,20
5,"4212735023",88.3,1292.6
6,"4212735023",109.7,1022.3
1,"4212735021",80.3,543.1
2,"4212735021",297.4,1919.5
3,"4212735021",241.8,1674.8
4,"4212735021",2,20
5,"4212735021",83.5,756.9
6,"4212735021",55.1,729.7
1,"4212735024",94.8,692.7
2,"4212735024",353.6,2135.7
3,"4212735024",228,1562.7
4,"4212735024",53.4,647.2
5,"4212735024",32.5,479.8
6,"4212735024",37,449.7
1,"4212734723",47.1,464.9
2,"4212734723",221,1366.9
3,"4212734723",152.6,1038.7
4,"4212734723",2,20
5,"4212734723",89.5,673.8
6,"4212734723",2,20
1,"4212734724",47.1,475
2,"4212734724",153.2,1416.7
3,"4212734724",122.2,1178.9
4,"4212734724",135.8,810.2
5,"4212734724",50.9,438.5
6,"4212734724",44.5,478.9
1,"4212734708",133.3,708
2,"4212734708",326.6,1461.8
3,"4212734708",130.8,594.6
4,"4212734708",190.7,884.6
5,"4212734708",33.6,241.7
6,"4212734708",35.9,217.2
1,"4212734703",104.6,581.8
2,"4212734703",214.8,1155.7
3,"4212734703",105.7,589.2
4,"4212734703",159.1,734
5,"4212734703",33.3,235
6,"4212734703",2,20
1,"4212734704",51.2,537.7
2,"4212734704",210.2,1189.2
3,"4212734704",137.8,817.8
4,"4212734704",131,726.6
5,"4212734704",86.9,657.1
6,"4212734704",66.9,473.2
1,"4212734729",43.6,268.2
2,"4212734729",90.6,557.2
3,"4212734729",78.5,488.2
4,"4212734729",2,20
5,"4212734729",44.7,428.3
6,"4212734729",2,20
1,"4212736928",18.5,308.1
2,"4212736928",273.5,3602.6
3,"4212736928",240.8,3230
4,"4212736928",180,2745.5
5,"4212736928",140.2,2281.5
6,"4212736928",101.4,2017.2
1,"4212736927",10.2,218.6
2,"4212736927",200.3,3058.9
3,"4212736927",164.8,2617.5
4,"4212736927",123.5,2275.6
5,"4212736927",106.4,1893.1
6,"4212736927",85.7,1702
1,"4212734681",38.8,206.5
2,"4212734681",130.6,819
3,"4212734681",86.1,967
4,"4212734681",65.9,930.8
5,"4212734681",100.3,910.3
6,"4212734681",2,20
1,"4212734679",43.5,206.7
2,"4212734679",110.2,999.7
3,"4212734679",76.3,1129.9
4,"4212734679",26.3,480.8
5,"4212734679",24.6,259.1
6,"4212734679",2,20
1,"4212734678",27.7,496.7
2,"4212734678",2,20
3,"4212734678",141.8,1193
4,"4212734678",231.7,1237.8
5,"4212734678",191.7,914.4
6,"4212734678",234.4,1583.6
1,"4212734680",126.1,1241.2
2,"4212734680",128.6,873.9
3,"4212734680",107.4,655.3
4,"4212734680",101.1,821.5
5,"4212734680",50.4,549.7
6,"4212734680",46,714
1,"4212734505",297.5,1974.7
2,"4212734505",199.7,920.9
3,"4212734505",218.6,879.5
4,"4212734505",214.8,1133.7
5,"4212734505",129.8,1003.2
6,"4212734505",63.4,1002.5
1,"4212734504",203.6,1637.2
2,"4212734504",149.5,782.2
3,"4212734504",158,735.9
4,"4212734504",164.1,971.1
5,"4212734504",56.4,544.8
6,"4212734504",46.3,731.8
1,"4212734514",226.9,1811.4
2,"4212734514",152.1,886.2
3,"4212734514",176.3,847.9
4,"4212734514",174.6,1111.9
5,"4212734514",110.1,1167.7
6,"4212734514",62.5,937.4
1,"4212734503",206.6,1551.4
2,"4212734503",141.6,785.8
3,"4212734503",153.1,741.7
4,"4212734503",133.4,953
5,"4212734503",75.9,777.5
6,"4212734503",44.4,683.5
1,"4212734306",101.1,815.5
2,"4212734306",525.7,2512.7
3,"4212734306",95.8,997.5
4,"4212734306",52.1,428
5,"4212734306",2.4,37.4
6,"4212734306",24.2,364.1
1,"4212737000",22.6,185.5
2,"4212737000",217.1,1808.6
3,"4212737000",182.2,1563.6
4,"4212737000",102.3,1079.5
5,"4212737000",79.5,838.3
6,"4212737000",116.4,1369.3
1,"4212736995",17.3,173.9
2,"4212736995",229.5,1540.1
3,"4212736995",263.9,1255.1
4,"4212736995",163.5,1131.4
5,"4212736995",123.5,936.5
6,"4212736995",108,1356.2
1,"4212736994",15.7,177.9
2,"4212736994",216,1648.1
3,"4212736994",237.2,1562
4,"4212736994",215.1,1702.3
5,"4212736994",186.3,1600.8
6,"4212736994",142.9,1714.9
1,"4212734305",125.5,1283
2,"4212734305",205,2073.3
3,"4212734305",206.5,1386.2
4,"4212734305",103.1,517.4
5,"4212734305",74.3,356.8
6,"4212734305",131.6,520.2
1,"4212734304",161.1,1340.1
2,"4212734304",180.2,1103.2
3,"4212734304",202.9,1377.8
4,"4212734304",104.4,595.9
5,"4212734304",47.1,244.7
6,"4212734304",80.8,529.6
1,"4212734303",126.6,1133.3
2,"4212734303",186,1628.6
3,"4212734303",194.6,1332.5
4,"4212734303",89.3,522.7
5,"4212734303",48.7,250.3
6,"4212734303",2,252.3
1,"4212734301",103.6,960.9
2,"4212734301",86.1,891.5
3,"4212734301",270.2,1678.8
4,"4212734301",145.4,849.6
5,"4212734301",9.2,79.6
6,"4212734301",87.9,563.7
1,"4212736794",174.3,2216.6
2,"4212736794",266.7,2736.9
3,"4212736794",205.6,2427.3
4,"4212736794",172.3,2208.8
5,"4212736794",131.6,1941.7
6,"4212736794",132.6,1814.3
1,"4212736793",209.6,2399.9
2,"4212736793",299.5,3069.2
3,"4212736793",235.5,2878.6
4,"4212736793",201.5,2711.9
5,"4212736793",140.8,2241.1
6,"4212736793",135.1,2081.5
1,"4212736542",140.7,2062.9
2,"4212736542",194.6,2433.3
3,"4212736542",157,2181.8
4,"4212736542",138,2058.5
5,"4212736542",104.5,1663.4
6,"4212736542",96.2,1451.7
1,"4212736541",221.9,2598.1
2,"4212736541",287.5,3162
3,"4212736541",209.9,2847.4
4,"4212736541",178.6,2695.8
5,"4212736541",130.8,2235.6
6,"4212736541",114.3,1919.7
1,"4212736540",212.1,2483.4
2,"4212736540",263.6,2847.9
3,"4212736540",202.3,2696.4
4,"4212736540",172.6,2561.7
5,"4212736540",113.2,2011.4
6,"4212736540",101.2,1817.5
1,"4212734382",31.4,110.5
2,"4212734382",181.5,875.4
3,"4212734382",104.1,904.8
4,"4212734382",57.6,737.1
5,"4212734382",2,20
6,"4212734382",18.1,317.2
1,"4212734302",34.4,125
2,"4212734302",194.8,873.4
3,"4212734302",107,798.5
4,"4212734302",99.2,1002.5
5,"4212734302",2,158.1
6,"4212734302",53.6,472.8
1,"4212734300",34.4,147.3
2,"4212734300",201.3,949.2
3,"4212734300",149.7,1033.5
4,"4212734300",133.7,1407.3
5,"4212734300",73.4,1191.6
6,"4212734300",118.5,1073.1
1,"4212734299",35.7,153.2
2,"4212734299",170.4,955.6
3,"4212734299",108.1,1000.9
4,"4212734299",101.1,1337.4
5,"4212734299",78.1,1222.6
6,"4212734299",118.2,1072.8
1,"4212734297",42.6,172.6
2,"4212734297",220.1,1045.8
3,"4212734297",136.7,1172
4,"4212734297",109.5,1435.8
5,"4212734297",58.1,988.5
6,"4212734297",128,1434.7
1,"4212734111",20.8,319.2
2,"4212734111",199.9,2349.8
3,"4212734111",177.2,2478.2
4,"4212734111",122.7,1523.1
5,"4212734111",121.9,1821.8
6,"4212734111",85,1314.8
1,"4212734110",4.9,31.4
2,"4212734110",168.2,1987.7
3,"4212734110",164,2354.8
4,"4212734110",45.8,913.7
5,"4212734110",132.5,1389
6,"4212734110",76.3,1027
1,"4212734108",3.1,82.1
2,"4212734108",201.2,2316.2
3,"4212734108",188.8,2648.5
4,"4212734108",158.1,1724.7
5,"4212734108",142.2,1929.9
6,"4212734108",91.6,1266.4
1,"4212734109",138.8,2000.1
2,"4212734109",205.5,2714.9
3,"4212734109",169,2017.8
4,"4212734109",171.7,2249.4
5,"4212734109",119.4,1431.1
6,"4212734109",108.9,886.6
1,"4212733960",91.3,609.1
2,"4212733960",112,971.9
3,"4212733960",97.5,892.8
4,"4212733960",104.5,930.7
5,"4212733960",52.5,505.2
6,"4212733960",66.4,649.1
1,"4212733844",62.8,1513.5
2,"4212733844",133.4,2006.1
3,"4212733844",92.7,1862.9
4,"4212733844",41.4,579
5,"4212733844",192.5,2409.2
6,"4212733844",122.4,1742.5
1,"4212733843",46.5,636.8
2,"4212733843",162.1,1871.8
3,"4212733843",178.3,2089.6
4,"4212733843",184.6,1614.9
5,"4212733843",42.1,528.9
6,"4212733843",210.8,2448.5
1,"4212737056",337.7,1718.3
2,"4212737056",484.2,2130.2
3,"4212737056",418.5,1886.2
4,"4212737056",308.4,1528.5
5,"4212737056",293.4,1363.6
6,"4212737056",288.5,1317.5
1,"4212737055",257.4,1479.8
2,"4212737055",337.4,1611.2
3,"4212737055",334,1629.9
4,"4212737055",288.6,1464.8
5,"4212737055",318.1,1476.8
6,"4212737055",289.2,1429.7
1,"4212733766",22.3,104.7
2,"4212733766",123.1,691.2
3,"4212733766",179.3,1049.4
4,"4212733766",143.6,907.7
5,"4212733766",120.8,787
6,"4212733766",79.1,497.7
1,"4212737060",2,20
2,"4212737060",329.1,2136.1
3,"4212737060",319.4,2116.1
4,"4212737060",257.6,1743.1
5,"4212737060",233.5,1646.7
6,"4212737060",210.5,1433.8
1,"4212737059",2,20
2,"4212737059",341.3,2267.5
3,"4212737059",314.7,2041.7
4,"4212737059",234.9,1569.4
5,"4212737059",210.1,1505.4
6,"4212737059",164.1,1137.9
1,"4212737058",2,22.2
2,"4212737058",253,1871.5
3,"4212737058",267.5,1917.8
4,"4212737058",226.8,1614.9
5,"4212737058",223.4,1657
6,"4212737058",196.4,1392.1
1,"4212733752",53.3,20
2,"4212733752",2,20
3,"4212733752",2,20
4,"4212733752",103.3,730.6
5,"4212733752",122.2,1103.7
6,"4212733752",110.8,972.9
1,"4212332664",72.2,96.7
2,"4212332664",493.1,975.6
3,"4212332664",659.3,1136.4
4,"4212332664",539,824.5
5,"4212332664",411.2,569.9
6,"4212332664",361.5,535.2
1,"4212332572",29.4,22
2,"4212332572",2,25.2
3,"4212332572",365.2,474.6
4,"4212332572",574.5,864
5,"4212332572",923.9,1539.5
6,"4212332572",842.6,1421.3
1,"4217733798",159.5,44.8
2,"4217733798",364.8,110.5
3,"4217733798",323.3,107.2
4,"4217733798",271.6,95.3
5,"4217733798",214,84
6,"4217733798",173.2,69.9
1,"4217733797",155.9,91.5
2,"4217733797",369.6,233.5
3,"4217733797",327.6,226.9
