"Months.On.Production","API","Product.per.day..normalized.Oil","Product.per.day..normalized.Gas"
4,"4217733711",1307.4,1728
5,"4217733711",1190.8,1985.3
6,"4217733711",881.6,1019.5
1,"4217733710",2.9,20
2,"4217733710",80.5,480.2
3,"4217733710",77.3,439.2
4,"4217733710",65.4,391
5,"4217733710",60,403
1,"4217733018",336.2,423.9
2,"4217733018",2320.1,2503.3
3,"4217733018",1384.3,1598.4
4,"4217733018",987.5,1159.5
5,"4217733018",799,1077.7
6,"4217733018",663.6,970
1,"4216334072",198.1,63.4
2,"4216334072",749.1,576
3,"4216334072",633,1237.9
4,"4216334072",428.5,1206.2
5,"4216334072",267.4,500.1
6,"4216334072",251.8,446.4
1,"4216333921",126.8,20
2,"4216333921",291.2,20
3,"4216333921",172.8,20
4,"4216333921",165.6,20
5,"4216333921",108.3,20
6,"4216333921",75.3,20
1,"4216333663",26.8,20
2,"4216333663",28,20
3,"4216333663",8.3,20
4,"4216333663",2,20
5,"4216333663",2,20
6,"4216333663",2,20
1,"4216333874",30.8,20
2,"4216333874",110.3,20
3,"4216333874",110.5,20
4,"4216333874",63.6,20
5,"4216333874",72.8,20
6,"4216333874",72.6,20
1,"4216333509",173.1,20
2,"4216333509",153.8,20
3,"4216333509",170.3,20
4,"4216333509",124.5,20
5,"4216333509",79.6,20
6,"4216333509",68.6,20
1,"4216333649",13.4,20
2,"4216333649",19.4,20
3,"4216333649",13.8,20
4,"4216333649",8.5,20
5,"4216333649",2,20
6,"4216333649",2,20
1,"4216333773",170.6,20
2,"4216333773",220,20
3,"4216333773",318.8,20
4,"4216333773",207.1,20
5,"4216333773",192.9,20
6,"4216333773",144.2,20
1,"4231134804",269.3,144.8
2,"4231134804",324.1,159.8
3,"4231134804",305.5,145.8
4,"4231134804",382.3,117.9
5,"4231134804",286.1,133.1
6,"4231134804",266,127.6
1,"4231136772",352.5,198.9
2,"4231136772",1040.5,641.4
3,"4231136772",787.5,607
4,"4231136772",683.3,515.4
1,"4231136771",263.7,150
2,"4231136771",947,581.7
3,"4231136771",702.3,519.8
4,"4231136771",581.4,424.5
1,"4231136770",254,133.9
2,"4231136770",689.4,452.3
3,"4231136770",597.1,439.3
4,"4231136770",489.9,338.7
1,"4231136765",435.9,245.5
2,"4231136765",725.3,639.6
3,"4231136765",593.2,391.5
4,"4231136765",506.3,321
1,"4231136764",668.3,347.5
2,"4231136764",894,920.9
3,"4231136764",781.9,538.6
4,"4231136764",596.5,406.6
1,"4231134566",487.3,253.1
2,"4231134566",795.3,441.6
3,"4231134566",578.2,326.5
4,"4231134566",463.3,253
5,"4231134566",382.6,214.8
6,"4231134566",2,20
1,"4231135904",407.6,195.2
2,"4231135904",296.5,132.7
3,"4231135904",220.6,89.2
4,"4231135904",74.9,39.5
5,"4231135904",104.3,64.2
6,"4231135904",128.2,65.2
1,"4231134672",61.6,22.1
2,"4231134672",2,20
3,"4231134672",418.6,233.9
4,"4231134672",449.1,263.1
5,"4231134672",567.5,371.6
6,"4231134672",153.4,95.5
1,"4231135899",436.7,289.1
2,"4231135899",361.8,240.7
3,"4231135899",268.9,178.5
4,"4231135899",124.3,85.4
5,"4231135899",174.8,145.4
6,"4231135899",148.7,107.8
1,"4231135900",441.9,299.8
2,"4231135900",368.9,244.7
3,"4231135900",276.3,177.8
4,"4231135900",128.7,83.4
5,"4231135900",182.4,139
6,"4231135900",156.5,101
1,"4231135898",458.8,217.9
2,"4231135898",382.7,190.1
3,"4231135898",286.3,148.1
4,"4231135898",133.3,74.4
5,"4231135898",188.7,133
6,"4231135898",161.6,103.5
1,"4231134599",226.4,125.2
2,"4231134599",611,398.4
3,"4231134599",520.4,356
4,"4231134599",514.4,359
5,"4231134599",392.5,281.1
6,"4231134599",338.1,245.1
1,"4231136777",664.6,529.6
2,"4231136777",628.6,525.7
3,"4231136777",416.7,437.2
4,"4231136777",434.5,395.7
1,"4231134596",198.9,98.1
2,"4231134596",651.2,426.9
3,"4231134596",485.9,323.6
4,"4231134596",514.2,336.3
5,"4231134596",385.7,259.2
6,"4231134596",335.5,206.5
1,"4231134805",51.1,23
2,"4231134805",275.9,120.9
3,"4231134805",444.9,200.2
4,"4231134805",318.1,151.6
5,"4231134805",328.3,188
6,"4231134805",302.5,151
1,"4231134867",57.6,24.8
2,"4231134867",574.1,278.2
3,"4231134867",404.4,193
4,"4231134867",224,105.2
5,"4231134867",293.9,149
6,"4231134867",204.5,99
1,"4231134319",106.8,141.8
2,"4231134319",583.3,303.3
3,"4231134319",325.8,170.8
4,"4231134319",333.3,160.8
5,"4231134319",211.6,110.6
6,"4231134319",193.6,94.8
1,"4231135716",166,82.8
2,"4231135716",621.7,341.6
3,"4231135716",397.6,211.6
4,"4231135716",373.1,196.5
5,"4231135716",92,51.3
6,"4231135716",239.8,130.8
1,"4231135715",168,82.2
2,"4231135715",675.8,364.5
3,"4231135715",426.5,219.5
4,"4231135715",394.7,198
5,"4231135715",96.1,50.2
6,"4231135715",246.8,124.3
1,"4231135714",179.1,65.7
2,"4231135714",720.5,291.6
3,"4231135714",453.5,178.1
4,"4231135714",418.6,163
5,"4231135714",101.6,41.9
6,"4231135714",260.3,105.3
1,"4231135713",147.9,62.9
2,"4231135713",644,302.5
3,"4231135713",407.9,187
4,"4231135713",378.8,173.2
5,"4231135713",92.5,45.2
6,"4231135713",238.5,114.8
1,"4231136160",434.5,234.4
2,"4231136160",402.3,215
3,"4231136160",97.9,55.5
4,"4231136160",251.6,139.7
5,"4231136160",192.2,109.2
6,"4231136160",212,113.1
1,"4231136161",319.6,104.6
2,"4231136161",312.9,106.1
3,"4231136161",80.5,30.3
4,"4231136161",218.9,84.2
5,"4231136161",176.8,72.7
6,"4231136161",206.6,83.3
1,"4231136117",334.5,218.7
2,"4231136117",329.8,214.7
3,"4231136117",85.5,59.2
4,"4231136117",234.2,159.5
5,"4231136117",190.5,133.3
6,"4231136117",224.2,147.8
1,"4231134739",200.5,147
2,"4231134739",507.6,379.1
3,"4231134739",2,20
4,"4231134739",349,257.6
5,"4231134739",340.1,285.6
6,"4231134739",309.6,272
1,"4231136116",432.4,194.9
2,"4231136116",413.6,182.2
3,"4231136116",104,47.9
4,"4231136116",276.1,122.9
5,"4231136116",217.8,97.8
6,"4231136116",248.4,103.2
1,"4231136780",401.6,266.6
2,"4231136780",732.3,508.2
3,"4231136780",579.8,390.7
4,"4231136780",478.5,306.5
5,"4231136780",457.4,315.3
1,"4231136776",228.1,113
2,"4231136776",1021.1,612.9
3,"4231136776",737.7,422.7
4,"4231136776",518.4,358.8
5,"4231136776",533.9,331.3
1,"4231136775",208.1,92
2,"4231136775",1246.9,761.6
3,"4231136775",832.8,511
4,"4231136775",553.1,403.1
5,"4231136775",532.6,329.8
1,"4231136774",80.8,57.8
2,"4231136774",1034.8,638.7
3,"4231136774",750.2,459.7
4,"4231136774",531.1,375
5,"4231136774",548,350.7
1,"4231136769",852,548.8
2,"4231136769",736.1,479.8
3,"4231136769",482.8,395.6
4,"4231136769",544.6,385.4
1,"4231136766",788,567.3
2,"4231136766",656.3,424
3,"4231136766",444.5,356.3
4,"4231136766",457.9,323.2
1,"4231136767",732.8,450.3
2,"4231136767",524,320.6
3,"4231136767",368.3,267.7
4,"4231136767",412.6,243.9
1,"4231135031",139.6,73.9
2,"4231135031",425.5,246.1
3,"4231135031",483.2,287.6
4,"4231135031",387.3,227.7
5,"4231135031",421.2,254.3
6,"4231135031",318.6,180.9
1,"4231134626",357.5,160.1
2,"4231134626",120.4,60.7
3,"4231134626",281.7,132.8
4,"4231134626",306.6,155.7
5,"4231134626",437.6,230.3
6,"4231134626",462.2,233.7
1,"4231134536",380.9,163.4
2,"4231134536",367,236.1
3,"4231134536",383.1,148.9
4,"4231134536",400.3,303.1
5,"4231134536",266.4,216
6,"4231134536",269.1,211.1
1,"4231134537",342.2,95.1
2,"4231134537",479.8,82.4
3,"4231134537",501,183.3
4,"4231134537",333.2,142.6
5,"4231134537",336.4,152.3
6,"4231134537",240,100.5
1,"4231134369",2,20
2,"4231134369",578.5,245.3
3,"4231134369",584.6,267
4,"4231134369",529.5,242.5
5,"4231134369",427.3,186.5
6,"4231134369",327.8,155.3
1,"4231134320",90.5,20
2,"4231134320",290.1,36.3
3,"4231134320",262.6,52.6
4,"4231134320",279,36.4
5,"4231134320",309.3,85.4
6,"4231134320",218.4,70.2
1,"4217732598",28.3,20
2,"4217732598",245.5,359.8
3,"4217732598",494.8,766.9
4,"4217732598",290.9,462.8
5,"4217732598",187.9,327.5
6,"4217732598",228.3,397.3
1,"4204132076",74.3,34.8
2,"4204132076",203.8,77.8
3,"4204132076",111.9,51
4,"4204132076",78,30.2
5,"4204132076",64.3,28.8
6,"4204132076",64.3,30.5
1,"4217733169",2,20
2,"4217733169",2,20
3,"4217733169",2,20
4,"4217733169",2,20
5,"4217733169",2,20
6,"4217733169",2,20
1,"4216334063",31,20
2,"4216334063",546.8,338.1
3,"4216334063",509.3,579.4
4,"4216334063",442.5,869.6
5,"4216334063",402.1,816.8
6,"4216334063",344.8,855.6
1,"4212734974",226.9,127
2,"4212734974",515.2,307
3,"4212734974",331.1,208.8
4,"4212734974",332.9,193.5
5,"4212734974",389.1,253
6,"4212734974",412.2,299.2
1,"4212735071",247.5,129.8
2,"4212735071",608.7,339
3,"4212735071",348.8,205
4,"4212735071",374.8,199
5,"4212735071",498.3,275.4
6,"4212735071",452.3,280
1,"4212737381",677,370.8
2,"4212737381",843.9,480.8
3,"4212737381",902.7,702.1
4,"4212737381",613.7,752.1
5,"4212737381",428.6,655.2
6,"4212737381",383.1,597.9
1,"4212734887",380,138.6
2,"4212734887",404.8,162.2
3,"4212734887",500.8,198.8
4,"4212734887",660.2,302.6
5,"4212734887",495,209.6
6,"4212734887",487.8,223.5
1,"4212737391",605.5,366.7
2,"4212737391",693.6,412.6
3,"4212737391",833.5,711.9
4,"4212737391",573.5,958.3
5,"4212737391",413.1,847.9
6,"4212737391",342.6,687.9
1,"4212737388",831.8,415.8
2,"4212737388",1028.7,648.3
3,"4212737388",1254.8,953.5
4,"4212737388",883.7,1147.3
5,"4212737388",702.4,1103.7
6,"4212737388",587.8,1064.4
1,"4225534721",322.8,778.6
2,"4225534721",83.3,1546.2
3,"4225534721",66.9,1673.7
4,"4225534721",71,1783.9
5,"4225534721",482.1,1576.8
6,"4225534721",408.7,1329
1,"4225532211",68.2,153
2,"4225532211",380.2,1096.3
3,"4225532211",418.8,1289.8
4,"4225532211",403.2,1264.7
5,"4225532211",387.8,1257.4
6,"4225532211",321.5,1120.7
1,"4218530823",196.6,310.6
2,"4218530823",158.9,294.1
3,"4218530823",61.1,110.2
4,"4218530823",106.4,149.1
5,"4218530823",85.5,191.4
6,"4218530823",61.6,179.9
1,"4228333290",475.7,205.7
2,"4228333290",380.9,194.9
3,"4228333290",373.5,191.6
4,"4228333290",11.6,20
5,"4228333290",263.4,145
6,"4228333290",4.6,20
1,"4228333289",175.3,65
2,"4228333289",311.9,125.9
3,"4228333289",360.3,151
4,"4228333289",114.3,50.2
5,"4228333289",95.4,39.6
6,"4228333289",2,20
1,"4204132352",117.2,25.2
2,"4204132352",218.9,43.8
3,"4204132352",182.8,50.7
4,"4204132352",96.4,33.3
5,"4204132352",58,20
6,"4204132352",132.2,53.2
1,"4204132298",138.1,31.6
2,"4204132298",254.2,55.8
3,"4204132298",209.2,65.7
4,"4204132298",108.8,43.9
5,"4204132298",64.6,25.7
6,"4204132298",145.2,72.8
1,"4212332468",81.1,1815.6
2,"4212332468",68.4,2528.2
3,"4212332468",62.1,1859.7
4,"4212332468",46.6,1375.6
5,"4212332468",39,1045
6,"4212332468",27.9,917.1
1,"4225534594",501.7,1248.1
2,"4225534594",870.8,2144.2
3,"4225534594",801.3,1951.4
4,"4225534594",776.5,1656.5
5,"4225534594",682.3,1439.7
6,"4225534594",588.3,1255
1,"4225534302",546.2,974.5
2,"4225534302",1052.4,1872.8
3,"4225534302",947.3,1704.6
4,"4225534302",715.7,1447.3
5,"4225534302",627.7,1258.1
6,"4225534302",542.3,1096.9
1,"4225533085",2,34.1
2,"4225533085",471.2,1029
3,"4225533085",727.7,1664
4,"4225533085",623,1419.2
5,"4225533085",525.4,1146.5
6,"4225533085",497.2,1094.1
1,"4225532422",2,34.1
2,"4225532422",2,20
3,"4225532422",2,20
4,"4225532422",2,20
5,"4225532422",2,20
6,"4225532422",2,20
1,"4204132308",365.6,1416.4
2,"4204132308",240.4,1193.1
3,"4204132308",181.7,1127.3
4,"4204132308",141.7,776.1
5,"4204132308",123.1,627.5
6,"4204132308",104.4,565.6
1,"4204132294",520.3,1945.8
2,"4204132294",445.5,2049.2
3,"4204132294",317.3,1014.7
4,"4204132294",232.9,1016.1
5,"4204132294",192.7,919.4
6,"4204132294",150.8,869.3
1,"4204132295",631.7,2962.1
2,"4204132295",494.1,2525.1
3,"4204132295",347.4,1796
4,"4204132295",265,1675.5
5,"4204132295",231.6,1327.5
6,"4204132295",197.6,1170
1,"4204132218",733,2416.7
2,"4204132218",655.4,2805.2
3,"4204132218",492.4,2247.1
4,"4204132218",372.1,1800.2
5,"4204132218",324,1561.6
6,"4204132218",282.3,1371.7
1,"4204132282",122.5,236.9
2,"4204132282",115.8,331.2
3,"4204132282",49,330.8
4,"4204132282",45.1,96.6
5,"4204132282",55.5,73.3
6,"4204132282",52.3,93.2
1,"4204130702",91.7,928.7
2,"4204130702",49.7,693.8
3,"4204130702",22.6,428.3
4,"4204130702",12.7,268.1
5,"4204130702",10.9,203.4
6,"4204130702",10.7,169.7
1,"4228533643",433.3,471
2,"4228533643",356.5,484.6
3,"4228533643",245.7,366.2
4,"4228533643",190.3,302
5,"4228533643",156.9,266.4
6,"4228533643",135.4,148
1,"4229735662",528.2,1333.5
2,"4229735662",463,1196.7
3,"4229735662",384.2,1079.7
4,"4229735662",324.2,940
5,"4229735662",278.1,883.2
6,"4229735662",244.6,828.4
1,"4229735661",543.3,1336.6
2,"4229735661",497.6,1205.3
3,"4229735661",431.6,1092.7
4,"4229735661",380.5,955.9
5,"4229735661",341.4,902.5
6,"4229735661",313.8,850.7
1,"4229735660",520.8,1503.7
2,"4229735660",478.2,1402.6
3,"4229735660",415.7,1315.5
4,"4229735660",367.3,1190.5
5,"4229735660",330.3,1163.5
6,"4229735660",304.3,1134.4
1,"4229735431",79.9,174.4
2,"4229735431",1095.1,2375.7
3,"4229735431",853.1,1963.3
4,"4229735431",737.7,1746.7
5,"4229735431",1029.5,1615.7
6,"4229735431",732.3,1149
1,"4229735430",69.2,177.6
2,"4229735430",951.3,2403.9
3,"4229735430",757.5,1887.8
4,"4229735430",668.8,1600
5,"4229735430",2,1410
6,"4229735430",2,953.7
1,"4229735340",308.4,716.5
2,"4229735340",757.3,1487.5
3,"4229735340",575.2,1222.7
4,"4229735340",36.2,87.9
5,"4229735340",412.6,1019.7
6,"4229735340",339.3,833.6
1,"4229735684",537,1320.6
2,"4229735684",493.2,1291
3,"4229735684",404.6,1186.2
4,"4229735684",382.6,1074.4
5,"4229735684",352.9,1064.2
6,"4229735684",304.5,950.1
1,"4229735531",67.2,106
2,"4229735531",538.2,1125
3,"4229735531",704.5,1677.5
4,"4229735531",570.3,1301.1
5,"4229735531",419.7,1170.8
6,"4229735531",344.9,971.2
1,"4229735530",519.8,1202.8
2,"4229735530",612.1,1788.9
3,"4229735530",505.4,1391
4,"4229735530",397.1,1267.7
5,"4229735530",348,1064.7
6,"4229735530",301.2,924.7
1,"4229735529",539.6,1061.2
2,"4229735529",646.7,1383.4
3,"4229735529",534.1,1015.5
4,"4229735529",417,994.4
5,"4229735529",363.2,896.4
6,"4229735529",312.4,835.4
1,"4229735528",524.6,1079.5
2,"4229735528",619.3,1291.4
3,"4229735528",503.7,870
4,"4229735528",387.3,780.6
5,"4229735528",332.3,645.7
6,"4229735528",281.6,552.3
1,"4229735527",521.7,1202.8
2,"4229735527",619.2,1761.7
3,"4229735527",519.3,1273
4,"4229735527",415.6,1088.3
5,"4229735527",371,858.3
6,"4229735527",327.1,700.1
1,"4229735342",292.4,767.2
2,"4229735342",659.1,1478.4
3,"4229735342",485.8,1214.7
4,"4229735342",99.9,268.1
5,"4229735342",197,604.1
6,"4229735342",226,513
1,"4225533338",50.8,278.9
2,"4225533338",1003.8,1449.9
3,"4225533338",724.2,1228
4,"4225533338",540.6,933
5,"4225533338",390.4,984.4
6,"4225533338",308.6,742.5
1,"4225533337",49.4,295.6
2,"4225533337",975.2,1527.1
3,"4225533337",702.2,1275.6
4,"4225533337",523.2,956.6
5,"4225533337",379.8,996.1
6,"4225533337",300.3,741.3
1,"4225532804",209.9,240.5
2,"4225532804",858.3,1160.5
3,"4225532804",611.2,931
4,"4225532804",490.9,686.7
5,"4225532804",464.4,555.6
6,"4225532804",453.9,342.9
1,"4225532786",230.7,186.5
2,"4225532786",874,908.5
3,"4225532786",577.2,735.9
4,"4225532786",428.6,548.3
5,"4225532786",224.5,448.1
6,"4225532786",351.1,893.6
1,"4229735243",289.9,799.6
2,"4229735243",412.7,1428.2
3,"4229735243",342.1,1114.8
4,"4229735243",323.5,823.9
5,"4229735243",412.9,726.1
6,"4229735243",331.5,554.3
1,"4229735242",303.7,827.3
2,"4229735242",437.1,1529.4
3,"4229735242",353.4,1191.7
4,"4229735242",325.9,879.1
5,"4229735242",326.4,773.4
6,"4229735242",274.8,589.2
1,"4229734942",263.9,359.4
2,"4229734942",205.5,447.4
3,"4229734942",151.1,311.4
4,"4229734942",131.4,306.6
5,"4229734942",55.5,121.7
6,"4229734942",111.5,236.9
1,"4229735683",443,1217.1
2,"4229735683",405.3,1757
3,"4229735683",325.8,974.2
4,"4229735683",266.9,779.8
5,"4229735683",221.5,663.5
6,"4229735683",157.4,502.5
1,"4229735296",203.1,512.8
2,"4229735296",452,1534.5
3,"4229735296",389,1338.7
4,"4229735296",382.3,1107.9
5,"4229735296",296.7,1091.4
6,"4229735296",248.7,931
1,"4229735297",230.8,311.5
2,"4229735297",480.2,962.9
3,"4229735297",380.9,873.3
4,"4229735297",344.6,751.8
5,"4229735297",346.8,770
6,"4229735297",290.5,682.8
1,"4229735181",259.6,612.1
2,"4229735181",569.1,1250.1
3,"4229735181",596.8,1602.8
4,"4229735181",516.4,1442.4
5,"4229735181",490.5,1409.3
6,"4229735181",444.2,1366
1,"4229735180",112.3,339.7
2,"4229735180",615.8,1699.5
3,"4229735180",592.6,1912.2
4,"4229735180",469.8,1506.8
5,"4229735180",410.6,1296.8
6,"4229735180",342.2,1108.2
1,"4225534913",2951.8,2990.9
2,"4225534913",1913,2282.3
3,"4225534913",789.3,892.3
4,"4225534913",1295.1,1418.7
5,"4225534913",1034,1286.7
6,"4225534913",926.8,1285.6
1,"4225533693",2865.8,2913.2
2,"4225533693",1892.1,2348.7
3,"4225533693",795.9,972.1
4,"4225533693",1331.2,1636.1
5,"4225533693",1083.5,1570.9
6,"4225533693",903.3,1661.5
1,"4225533692",2283.3,2222.5
2,"4225533692",1273,1614.4
3,"4225533692",74.4,599.7
4,"4225533692",145.3,906
5,"4225533692",138,780.8
6,"4225533692",29.7,741.3
1,"4225533691",86.5,132.1
2,"4225533691",1108.4,1281.3
3,"4225533691",1055.8,1414.4
4,"4225533691",956.4,1258.3
5,"4225533691",827,1171.9
6,"4225533691",696.7,1073
1,"4225533690",33.9,45.9
2,"4225533690",1612.4,1667.5
3,"4225533690",1375.4,1651
4,"4225533690",1117.5,1319.6
5,"4225533690",866.9,1104.4
6,"4225533690",687.7,908.5
1,"4225533696",77.7,104.4
2,"4225533696",1530.9,1558.2
3,"4225533696",1347.8,1576.6
4,"4225533696",1129.7,1287.3
5,"4225533696",904,1100.5
6,"4225533696",696.7,924.9
1,"4225533695",1712.6,1830.9
2,"4225533695",1041.9,1449.7
3,"4225533695",53.6,588.9
4,"4225533695",104.7,972.7
5,"4225533695",99.5,916.7
6,"4225533695",21.2,946.6
1,"4225533639",2,20
2,"4225533639",2,20
3,"4225533639",2,20
4,"4225533639",2,20
5,"4225533639",2,20
6,"4225533639",2,20
1,"4225533638",2761.4,2690.1
2,"4225533638",4278.6,5083.2
3,"4225533638",2871.6,3466.1
4,"4225533638",2350.6,2869.1
5,"4225533638",1999.7,2450.5
6,"4225533638",1416.4,1769.6
1,"4228732636",307.4,260.7
2,"4228732636",605.6,478.3
3,"4228732636",494,473.7
4,"4228732636",342.7,322.3
5,"4228732636",188.5,168.4
6,"4228732636",293.1,229
1,"4228732626",2,20
2,"4228732626",2,20
3,"4228732626",2,20
4,"4228732626",2,20
5,"4228732626",2,20
6,"4228732626",2,20
1,"4201335296",180.2,98.9
2,"4201335296",374.8,154.2
3,"4201335296",329.2,136.2
4,"4201335296",307.4,139.2
5,"4201335296",256.7,111.7
6,"4201335296",191.2,75
1,"4201335297",97.8,51.3
2,"4201335297",266.4,122.1
3,"4201335297",225.6,112.8
4,"4201335297",221.6,118.3
5,"4201335297",130.1,60.7
6,"4201335297",175.6,81.1
1,"4201335293",171.5,44.2
2,"4201335293",215.6,68.8
3,"4201335293",181,61.3
4,"4201335293",169.5,59.4
5,"4201335293",141.6,61.4
6,"4201335293",85.9,29
1,"4201335292",278.5,106.3
2,"4201335292",340.5,161.3
3,"4201335292",305.6,154
4,"4201335292",345.6,191.9
5,"4201335292",321,178.8
6,"4201335292",288,172.4
1,"4201335290",162.4,51.3
2,"4201335290",224.1,81.5
3,"4201335290",196.6,77.7
4,"4201335290",175.4,70.9
5,"4201335290",124.3,47.1
6,"4201335290",111.5,43.6
1,"4217733746",1746,2588.4
2,"4217733746",823.3,1366.5
3,"4217733746",75.2,890.4
4,"4217733746",30.4,723.3
5,"4217733746",16.5,636.9
6,"4217733746",5.5,501.8
1,"4217733745",863.2,1260
2,"4217733745",1006.6,829.3
3,"4217733745",544.2,680.8
4,"4217733745",430.9,605.7
5,"4217733745",282.9,482.3
6,"4217733745",214.1,412.8
1,"4217733744",908.9,1015.9
2,"4217733744",1240.4,682.4
3,"4217733744",789.5,572
4,"4217733744",735.9,519.8
5,"4217733744",568.9,422.7
6,"4217733744",506.6,369.4
1,"4217733743",1598.5,1842.6
2,"4217733743",767.2,1006.5
3,"4217733743",69.2,684.6
4,"4217733743",545.5,581.5
5,"4217733743",459.2,535.3
6,"4217733743",320.6,441
1,"4217733597",24.5,32.9
2,"4217733597",1040.8,1460.8
3,"4217733597",675,1031.5
4,"4217733597",505.3,823.7
5,"4217733597",466.3,802.5
6,"4217733597",339,805.9
1,"4217733370",78.8,179.1
2,"4217733370",735.5,1006.1
3,"4217733370",829.7,1472
4,"4217733370",588.1,923.9
5,"4217733370",446.6,641.3
6,"4217733370",403.9,614.4
1,"4217733369",883.8,1108.2
2,"4217733369",935,1538.5
3,"4217733369",621.6,916.4
4,"4217733369",442.7,603.6
5,"4217733369",375.5,548.8
6,"4217733369",298.5,451.2
1,"4217733368",608.2,857.3
2,"4217733368",639.6,1175
3,"4217733368",422.7,690.9
4,"4217733368",299.2,449.3
5,"4217733368",252.3,403.3
6,"4217733368",199.4,327.2
1,"4217732712",909.8,28.9
2,"4217732712",879.9,635.7
3,"4217732712",598.8,1020.6
4,"4217732712",445,753.8
5,"4217732712",355.5,619.7
6,"4217732712",294.4,525.2
1,"4217733043",114,82.8
2,"4217733043",767,490.6
3,"4217733043",608,396.8
4,"4217733043",467.5,304.8
5,"4217733043",362.7,245.6
6,"4217733043",303.5,219.3
1,"4217733002",109.6,101.9
2,"4217733002",506.9,426.9
3,"4217733002",380.2,322.7
4,"4217733002",276.4,231.5
5,"4217733002",203.2,174.7
6,"4217733002",161.2,146.1
1,"4217732729",98.9,90
2,"4217732729",488,402.2
3,"4217732729",390.5,324.4
4,"4217732729",303.2,248.5
5,"4217732729",237.4,199.7
6,"4217732729",200.5,177.9
1,"4217732718",297.3,319.1
2,"4217732718",706.8,501.3
3,"4217732718",582.6,393.5
4,"4217732718",470.3,364
5,"4217732718",367.6,298.9
6,"4217732718",304.9,289.4
1,"4217732306",623,461.4
2,"4217732306",437.9,334.7
3,"4217732306",404.4,352.1
4,"4217732306",260.9,223.4
5,"4217732306",184.5,169.5
6,"4217732306",135,140.6
1,"4217732308",354.9,217
2,"4217732308",370.6,256.5
3,"4217732308",269.3,182.3
4,"4217732308",214.5,154.8
5,"4217732308",177,144.1
6,"4217732308",152.8,143.7
1,"4217732271",545.6,361
2,"4217732271",453.5,320.6
3,"4217732271",496.9,414.3
4,"4217732271",378.3,321
5,"4217732271",315.6,296.9
6,"4217732271",273.1,301.7
1,"4217732298",402.5,255.3
2,"4217732298",292.2,194.8
3,"4217732298",278.9,215.7
4,"4217732298",185.8,143.9
5,"4217732298",135.7,114.7
6,"4217732298",102.5,100.1
1,"4217732300",300,218.7
2,"4217732300",295.1,230.9
3,"4217732300",202.3,147.1
4,"4217732300",152.1,111.9
5,"4217732300",118.4,93.2
6,"4217732300",96.3,83.2
1,"4217732305",351.6,234
2,"4217732305",356.8,271.3
3,"4217732305",252.2,189.2
4,"4217732305",195.4,157.5
5,"4217732305",156.8,143.8
6,"4217732305",131.6,140.6
1,"4217732303",590.2,285.1
2,"4217732303",594.3,322.4
3,"4217732303",416.9,219.3
4,"4217732303",320.6,178.3
5,"4217732303",255.3,158.8
6,"4217732303",212.6,151.5
1,"4217732809",784.2,1652.6
2,"4217732809",577.2,1250.1
3,"4217732809",416.6,961
4,"4217732809",343.2,780.2
5,"4217732809",299.6,801
6,"4217732809",270,720.5
1,"4231134741",19.7,301.4
2,"4231134741",145.6,2751.4
3,"4231134741",87,2982.7
4,"4231134741",58,2537.4
5,"4231134741",42.7,1954
6,"4231134741",35.8,1635.1
1,"4231134708",14.9,315.7
2,"4231134708",177.5,2447.4
3,"4231134708",189.5,2497
4,"4231134708",141.5,1980.5
5,"4231134708",99.3,1521.5
6,"4231134708",75.1,1158.3
1,"4231134707",14.3,175.7
2,"4231134707",132.8,2761.7
3,"4231134707",147.8,2959.6
4,"4231134707",120.8,2447.7
5,"4231134707",94.1,2026.5
6,"4231134707",77,1684.1
1,"4231134638",13.3,561.4
2,"4231134638",54.5,2452.3
3,"4231134638",58.1,1510.8
4,"4231134638",51,990.9
5,"4231134638",25.2,473.1
6,"4231134638",36.6,340
1,"4231134621",64.5,958
2,"4231134621",166.6,1941.4
3,"4231134621",36.2,792.9
4,"4231134621",17,817.3
5,"4231134621",3.9,285.5
6,"4231134621",38.2,379.7
1,"4231134980",90.7,182.5
2,"4231134980",293.6,957.4
3,"4231134980",160.1,535.9
4,"4231134980",103.9,375.2
5,"4231134980",84.6,267.1
6,"4231134980",78.2,306.6
1,"4231134959",96.9,191.9
2,"4231134959",311.3,985.4
3,"4231134959",168.5,540
4,"4231134959",108.4,370
5,"4231134959",87.7,258
6,"4231134959",80.3,290.2
1,"4231134459",34.2,248.7
2,"4231134459",2,20
3,"4231134459",83.9,1125.2
4,"4231134459",160.7,1482
5,"4231134459",99.2,1359.5
6,"4231134459",254.3,2706.3
1,"4231134458",96.4,20
2,"4231134458",2,20
3,"4231134458",2,20
4,"4231134458",2,20
5,"4231134458",2,20
6,"4231134458",62.3,928.5
1,"4212334011",5.5,113.8
2,"4212334011",270.5,4065.3
3,"4212334011",213.8,3109.3
4,"4212334011",189.3,2775.2
5,"4212334011",148,2578.5
6,"4212334011",138.6,2422.3
1,"4212334007",46.9,934.9
2,"4212334007",47.2,854.5
3,"4212334007",326.1,4267.9
4,"4212334007",269.2,3454.5
5,"4212334007",218.6,2856.4
6,"4212334007",193,2687.1
1,"4212333949",61,988
2,"4212333949",51.1,1046
3,"4212333949",232.2,3444
4,"4212333949",190.1,2701
5,"4212333949",138.3,2336.5
6,"4212333949",123.4,2137.9
1,"4212333948",40.2,627.6
2,"4212333948",5.6,106.3
